Time Step #,Time(s),"Position (North, metres)","Position (East, metres)",Altitude (metres),"Velocity (North, m/s)","Velocity (East, m/s)","Velocity (Up, m/s)","Acceleration (North, m/s2)","Acceleration (East, m/s2)","Acceleration (Up, m/s2)"
1585,79.25,-8891.854,8747.57,15354.661,-101.744,99.767,174.622,0.416,-0.381,9.031
1586,79.3,-8896.94,8752.557,15345.93,-101.724,99.748,175.073,0.417,-0.382,9.027
1587,79.35,-8902.026,8757.544,15337.176,-101.703,99.728,175.524,0.418,-0.383,9.023
1588,79.4,-8907.11,8762.529,15328.4,-101.682,99.709,175.975,0.419,-0.384,9.02
1589,79.45,-8912.193,8767.514,15319.601,-101.661,99.69,176.426,0.42,-0.385,9.016
1590,79.5,-8917.275,8772.497,15310.78,-101.64,99.671,176.877,0.421,-0.386,9.012
1591,79.55,-8922.356,8777.48,15301.936,-101.619,99.651,177.327,0.422,-0.387,9.008
1592,79.6,-8927.436,8782.461,15293.07,-101.598,99.632,177.777,0.423,-0.388,9.004
1593,79.65,-8932.514,8787.442,15284.181,-101.576,99.613,178.227,0.424,-0.389,9.001
1594,79.7,-8937.592,8792.422,15275.27,-101.555,99.593,178.677,0.425,-0.39,8.997
1595,79.75,-8942.669,8797.4,15266.336,-101.534,99.574,179.127,0.426,-0.391,8.993
1596,79.8,-8947.744,8802.378,15257.379,-101.512,99.554,179.576,0.427,-0.392,8.989
1597,79.85,-8952.819,8807.355,15248.401,-101.491,99.534,180.026,0.428,-0.393,8.985
1598,79.9,-8957.892,8812.331,15239.399,-101.469,99.515,180.475,0.429,-0.394,8.981
1599,79.95,-8962.965,8817.305,15230.375,-101.448,99.495,180.924,0.431,-0.395,8.977
1600,80.0,-8968.036,8822.279,15221.329,-101.426,99.475,181.372,0.432,-0.396,8.973
1601,80.05,-8973.106,8827.252,15212.261,-101.405,99.455,181.821,0.433,-0.397,8.969
1602,80.1,-8978.176,8832.224,15203.17,-101.383,99.436,182.269,0.434,-0.398,8.965
1603,80.15,-8983.244,8837.194,15194.056,-101.361,99.416,182.717,0.435,-0.399,8.961
1604,80.2,-8988.311,8842.164,15184.92,-101.339,99.396,183.165,0.436,-0.4,8.957
1605,80.25,-8993.376,8847.133,15175.762,-101.318,99.376,183.613,0.437,-0.401,8.953
1606,80.3,-8998.441,8852.101,15166.581,-101.296,99.356,184.06,0.438,-0.402,8.949
1607,80.35,-9003.505,8857.068,15157.378,-101.274,99.335,184.507,0.439,-0.403,8.945
1608,80.4,-9008.568,8862.033,15148.153,-101.252,99.315,184.954,0.441,-0.404,8.941
1609,80.45,-9013.629,8866.998,15138.905,-101.23,99.295,185.401,0.442,-0.405,8.937
1610,80.5,-9018.689,8871.962,15129.635,-101.208,99.275,185.848,0.443,-0.406,8.933
1611,80.55,-9023.749,8876.925,15120.343,-101.185,99.254,186.294,0.444,-0.407,8.929
1612,80.6,-9028.807,8881.886,15111.028,-101.163,99.234,186.741,0.445,-0.408,8.925
1613,80.65,-9033.864,8886.847,15101.691,-101.141,99.213,187.187,0.446,-0.409,8.921
1614,80.7,-9038.92,8891.807,15092.332,-101.118,99.193,187.632,0.447,-0.41,8.916
1615,80.75,-9043.975,8896.765,15082.95,-101.096,99.172,188.078,0.448,-0.411,8.912
1616,80.8,-9049.028,8901.723,15073.546,-101.073,99.152,188.523,0.45,-0.412,8.908
1617,80.85,-9054.081,8906.679,15064.12,-101.051,99.131,188.969,0.451,-0.413,8.904
1618,80.9,-9059.132,8911.635,15054.672,-101.028,99.11,189.414,0.452,-0.414,8.899
1619,80.95,-9064.182,8916.589,15045.201,-101.006,99.09,189.858,0.453,-0.416,8.895
1620,81.0,-9069.232,8921.543,15035.708,-100.983,99.069,190.303,0.454,-0.417,8.891
1621,81.05,-9074.28,8926.495,15026.193,-100.96,99.048,190.747,0.455,-0.418,8.887
1622,81.1,-9079.326,8931.446,15016.656,-100.937,99.027,191.191,0.457,-0.419,8.882
1623,81.15,-9084.372,8936.397,15007.096,-100.914,99.006,191.635,0.458,-0.42,8.878
1624,81.2,-9089.417,8941.346,14997.514,-100.892,98.985,192.079,0.459,-0.421,8.874
1625,81.25,-9094.46,8946.294,14987.91,-100.868,98.964,192.522,0.46,-0.422,8.869
1626,81.3,-9099.502,8951.241,14978.284,-100.845,98.943,192.966,0.461,-0.423,8.865
1627,81.35,-9104.544,8956.187,14968.636,-100.822,98.921,193.409,0.463,-0.424,8.86
1628,81.4,-9109.584,8961.132,14958.966,-100.799,98.9,193.851,0.464,-0.426,8.856
1629,81.45,-9114.622,8966.076,14949.273,-100.776,98.879,194.294,0.465,-0.427,8.851
1630,81.5,-9119.66,8971.019,14939.558,-100.753,98.857,194.736,0.466,-0.428,8.847
1631,81.55,-9124.696,8975.961,14929.821,-100.729,98.836,195.178,0.467,-0.429,8.842
1632,81.6,-9129.732,8980.902,14920.062,-100.706,98.814,195.62,0.469,-0.43,8.838
1633,81.65,-9134.766,8985.841,14910.281,-100.682,98.793,196.062,0.47,-0.431,8.833
1634,81.7,-9139.799,8990.78,14900.478,-100.659,98.771,196.503,0.471,-0.432,8.829
1635,81.75,-9144.831,8995.717,14890.653,-100.635,98.75,196.945,0.472,-0.434,8.824
1636,81.8,-9149.861,9000.654,14880.806,-100.611,98.728,197.386,0.474,-0.435,8.82
1637,81.85,-9154.89,9005.589,14870.937,-100.588,98.706,197.826,0.475,-0.436,8.815
1638,81.9,-9159.919,9010.523,14861.045,-100.564,98.684,198.267,0.476,-0.437,8.81
1639,81.95,-9164.946,9015.456,14851.132,-100.54,98.662,198.707,0.477,-0.438,8.806
1640,82.0,-9169.971,9020.388,14841.197,-100.516,98.64,199.147,0.479,-0.439,8.801
1641,82.05,-9174.996,9025.319,14831.239,-100.492,98.618,199.587,0.48,-0.44,8.796
1642,82.1,-9180.019,9030.249,14821.26,-100.468,98.596,200.027,0.481,-0.442,8.792
1643,82.15,-9185.042,9035.178,14811.259,-100.444,98.574,200.466,0.482,-0.443,8.787
1644,82.2,-9190.063,9040.105,14801.235,-100.42,98.552,200.905,0.484,-0.444,8.782
1645,82.25,-9195.082,9045.032,14791.19,-100.395,98.53,201.344,0.485,-0.445,8.777
1646,82.3,-9200.101,9049.957,14781.123,-100.371,98.507,201.783,0.486,-0.446,8.773
1647,82.35,-9205.118,9054.882,14771.034,-100.347,98.485,202.221,0.487,-0.447,8.768
1648,82.4,-9210.134,9059.805,14760.923,-100.322,98.463,202.659,0.488,-0.448,8.763
1649,82.45,-9215.149,9064.727,14750.79,-100.298,98.44,203.097,0.489,-0.45,8.759
1650,82.5,-9220.163,9069.648,14740.635,-100.273,98.418,203.535,0.491,-0.451,8.754
1651,82.55,-9225.175,9074.567,14730.458,-100.249,98.395,203.972,0.492,-0.452,8.75
1652,82.6,-9230.187,9079.486,14720.259,-100.224,98.372,204.41,0.493,-0.453,8.745
1653,82.65,-9235.197,9084.403,14710.039,-100.199,98.35,204.847,0.494,-0.454,8.74
1654,82.7,-9240.205,9089.32,14699.797,-100.175,98.327,205.283,0.495,-0.455,8.736
1655,82.75,-9245.213,9094.235,14689.533,-100.15,98.304,205.72,0.496,-0.456,8.731
1656,82.8,-9250.219,9099.149,14679.247,-100.125,98.281,206.156,0.498,-0.457,8.726
1657,82.85,-9255.224,9104.062,14668.939,-100.1,98.258,206.592,0.499,-0.459,8.721
1658,82.9,-9260.228,9108.974,14658.609,-100.075,98.235,207.028,0.5,-0.46,8.716
1659,82.95,-9265.23,9113.884,14648.258,-100.05,98.212,207.464,0.502,-0.461,8.711
1660,83.0,-9270.232,9118.794,14637.885,-100.025,98.189,207.899,0.503,-0.462,8.706
1661,83.05,-9275.232,9123.702,14627.49,-100.0,98.166,208.334,0.504,-0.464,8.701
1662,83.1,-9280.23,9128.609,14617.073,-99.974,98.143,208.769,0.506,-0.465,8.695
1663,83.15,-9285.228,9133.515,14606.634,-99.949,98.119,209.203,0.507,-0.466,8.69
1664,83.2,-9290.224,9138.42,14596.174,-99.923,98.096,209.637,0.508,-0.467,8.685
1665,83.25,-9295.219,9143.324,14585.692,-99.898,98.073,210.071,0.51,-0.469,8.68
1666,83.3,-9300.212,9148.226,14575.189,-99.872,98.049,210.505,0.511,-0.47,8.675
1667,83.35,-9305.205,9153.127,14564.664,-99.847,98.026,210.939,0.512,-0.471,8.669
1668,83.4,-9310.196,9158.027,14554.117,-99.821,98.002,211.372,0.514,-0.472,8.664
1669,83.45,-9315.186,9162.926,14543.548,-99.795,97.978,211.805,0.515,-0.474,8.659
1670,83.5,-9320.174,9167.824,14532.958,-99.77,97.954,212.237,0.517,-0.475,8.654
1671,83.55,-9325.161,9172.721,14522.346,-99.744,97.931,212.67,0.518,-0.476,8.648
1672,83.6,-9330.147,9177.616,14511.712,-99.718,97.907,213.102,0.519,-0.478,8.643
1673,83.65,-9335.132,9182.51,14501.057,-99.692,97.883,213.534,0.521,-0.479,8.638
1674,83.7,-9340.115,9187.403,14490.381,-99.666,97.859,213.965,0.522,-0.48,8.632
1675,83.75,-9345.097,9192.295,14479.682,-99.639,97.835,214.397,0.524,-0.482,8.627
1676,83.8,-9350.078,9197.185,14468.963,-99.613,97.811,214.828,0.525,-0.483,8.621
1677,83.85,-9355.057,9202.075,14458.221,-99.587,97.786,215.259,0.526,-0.484,8.616
1678,83.9,-9360.035,9206.963,14447.458,-99.56,97.762,215.689,0.528,-0.486,8.61
1679,83.95,-9365.012,9211.85,14436.674,-99.534,97.738,216.119,0.529,-0.487,8.605
1680,84.0,-9369.987,9216.735,14425.868,-99.507,97.713,216.549,0.531,-0.488,8.599
1681,84.05,-9374.961,9221.62,14415.04,-99.481,97.689,216.979,0.532,-0.49,8.594
1682,84.1,-9379.934,9226.503,14404.191,-99.454,97.664,217.408,0.533,-0.491,8.588
1683,84.15,-9384.905,9231.385,14393.321,-99.427,97.64,217.838,0.535,-0.492,8.583
1684,84.2,-9389.875,9236.266,14382.429,-99.401,97.615,218.266,0.536,-0.494,8.577
1685,84.25,-9394.844,9241.145,14371.516,-99.374,97.59,218.695,0.538,-0.495,8.571
1686,84.3,-9399.811,9246.023,14360.581,-99.347,97.565,219.123,0.539,-0.496,8.566
1687,84.35,-9404.777,9250.9,14349.625,-99.32,97.541,219.551,0.541,-0.498,8.56
1688,84.4,-9409.742,9255.776,14338.647,-99.293,97.516,219.979,0.542,-0.499,8.554
1689,84.45,-9414.705,9260.651,14327.648,-99.265,97.491,220.406,0.544,-0.501,8.548
1690,84.5,-9419.667,9265.524,14316.628,-99.238,97.465,220.834,0.545,-0.502,8.543
1691,84.55,-9424.628,9270.396,14305.586,-99.211,97.44,221.26,0.546,-0.503,8.537
1692,84.6,-9429.587,9275.267,14294.523,-99.183,97.415,221.687,0.548,-0.505,8.531
1693,84.65,-9434.545,9280.136,14283.439,-99.156,97.39,222.113,0.549,-0.506,8.525
1694,84.7,-9439.501,9285.005,14272.333,-99.128,97.364,222.539,0.551,-0.508,8.519
1695,84.75,-9444.456,9289.871,14261.206,-99.101,97.339,222.965,0.552,-0.509,8.513
1696,84.8,-9449.41,9294.737,14250.058,-99.073,97.313,223.39,0.554,-0.51,8.507
1697,84.85,-9454.362,9299.602,14238.889,-99.045,97.288,223.815,0.555,-0.512,8.501
1698,84.9,-9459.313,9304.465,14227.698,-99.018,97.262,224.24,0.557,-0.513,8.496
1699,84.95,-9464.262,9309.326,14216.486,-98.99,97.236,224.664,0.559,-0.515,8.489
1700,85.0,-9469.21,9314.187,14205.253,-98.962,97.211,225.089,0.561,-0.517,8.481
1701,85.05,-9474.157,9319.046,14193.998,-98.933,97.185,225.512,0.563,-0.519,8.474
1702,85.1,-9479.102,9323.904,14182.723,-98.905,97.159,225.936,0.565,-0.521,8.467
1703,85.15,-9484.046,9328.761,14171.426,-98.877,97.132,226.359,0.567,-0.523,8.46
1704,85.2,-9488.989,9333.616,14160.108,-98.848,97.106,226.781,0.569,-0.525,8.453
1705,85.25,-9493.93,9338.47,14148.769,-98.82,97.08,227.203,0.571,-0.527,8.445
1706,85.3,-9498.869,9343.323,14137.409,-98.791,97.053,227.625,0.573,-0.529,8.438
1707,85.35,-9503.807,9348.174,14126.027,-98.762,97.027,228.047,0.575,-0.531,8.43
1708,85.4,-9508.744,9353.024,14114.625,-98.734,97.0,228.468,0.578,-0.533,8.421
1709,85.45,-9513.679,9357.873,14103.202,-98.704,96.973,228.889,0.581,-0.536,8.412
1710,85.5,-9518.613,9362.72,14091.757,-98.675,96.946,229.309,0.584,-0.539,8.402
1711,85.55,-9523.545,9367.566,14080.292,-98.646,96.919,229.728,0.587,-0.542,8.393
1712,85.6,-9528.476,9372.411,14068.805,-98.616,96.892,230.147,0.59,-0.545,8.383
1713,85.65,-9533.405,9377.254,14057.298,-98.587,96.865,230.566,0.593,-0.548,8.374
1714,85.7,-9538.333,9382.096,14045.77,-98.557,96.837,230.984,0.596,-0.55,8.364
1715,85.75,-9543.26,9386.936,14034.22,-98.527,96.81,231.402,0.599,-0.553,8.354
1716,85.8,-9548.184,9391.775,14022.65,-98.497,96.782,231.819,0.602,-0.556,8.344
1717,85.85,-9553.108,9396.613,14011.059,-98.467,96.754,232.236,0.605,-0.56,8.333
1718,85.9,-9558.03,9401.449,13999.448,-98.436,96.726,232.652,0.609,-0.563,8.322
1719,85.95,-9562.95,9406.284,13987.815,-98.406,96.697,233.068,0.612,-0.567,8.311
1720,86.0,-9567.869,9411.118,13976.162,-98.375,96.669,233.483,0.616,-0.57,8.3
1721,86.05,-9572.786,9415.95,13964.487,-98.344,96.64,233.897,0.619,-0.574,8.289
1722,86.1,-9577.701,9420.78,13952.793,-98.313,96.611,234.311,0.623,-0.577,8.278
1723,86.15,-9582.615,9425.609,13941.077,-98.281,96.582,234.724,0.627,-0.581,8.266
1724,86.2,-9587.528,9430.437,13929.341,-98.25,96.553,235.137,0.63,-0.584,8.255
1725,86.25,-9592.439,9435.263,13917.584,-98.218,96.524,235.549,0.634,-0.587,8.244
1726,86.3,-9597.348,9440.088,13905.807,-98.186,96.494,235.961,0.637,-0.591,8.233
1727,86.35,-9602.256,9444.911,13894.008,-98.154,96.464,236.372,0.641,-0.594,8.221
1728,86.4,-9607.162,9449.733,13882.19,-98.122,96.434,236.782,0.644,-0.597,8.21
1729,86.45,-9612.067,9454.553,13870.351,-98.09,96.404,237.192,0.648,-0.601,8.199
1730,86.5,-9616.969,9459.372,13858.491,-98.057,96.374,237.602,0.651,-0.604,8.188
1731,86.55,-9621.871,9464.189,13846.611,-98.025,96.344,238.011,0.655,-0.608,8.176
1732,86.6,-9626.77,9469.005,13834.711,-97.992,96.313,238.419,0.658,-0.611,8.165
1733,86.65,-9631.668,9473.819,13822.79,-97.959,96.283,238.826,0.662,-0.614,8.153
1734,86.7,-9636.564,9478.631,13810.848,-97.925,96.252,239.234,0.665,-0.618,8.142
1735,86.75,-9641.459,9483.442,13798.887,-97.892,96.221,239.64,0.669,-0.621,8.13
1736,86.8,-9646.352,9488.252,13786.905,-97.858,96.189,240.046,0.672,-0.625,8.118
1737,86.85,-9651.243,9493.06,13774.902,-97.824,96.158,240.451,0.676,-0.628,8.106
1738,86.9,-9656.133,9497.866,13762.88,-97.79,96.126,240.856,0.679,-0.632,8.094
1739,86.95,-9661.02,9502.671,13750.837,-97.756,96.095,241.26,0.683,-0.635,8.083
1740,87.0,-9665.907,9507.474,13738.774,-97.722,96.063,241.664,0.687,-0.639,8.071
1741,87.05,-9670.791,9512.275,13726.691,-97.688,96.031,242.067,0.69,-0.642,8.059
1742,87.1,-9675.674,9517.075,13714.587,-97.653,95.998,242.469,0.694,-0.646,8.047
1743,87.15,-9680.554,9521.874,13702.464,-97.618,95.966,242.871,0.698,-0.649,8.034
1744,87.2,-9685.434,9526.67,13690.32,-97.583,95.933,243.272,0.701,-0.653,8.021
1745,87.25,-9690.311,9531.465,13678.157,-97.548,95.9,243.672,0.705,-0.657,8.009
1746,87.3,-9695.187,9536.259,13665.973,-97.512,95.867,244.072,0.709,-0.661,7.996
1747,87.35,-9700.06,9541.05,13653.77,-97.477,95.834,244.471,0.713,-0.664,7.983
1748,87.4,-9704.932,9545.84,13641.546,-97.441,95.801,244.87,0.717,-0.668,7.97
1749,87.45,-9709.803,9550.629,13629.303,-97.405,95.767,245.267,0.721,-0.672,7.957
1750,87.5,-9714.671,9555.415,13617.039,-97.368,95.733,245.665,0.725,-0.676,7.944
1751,87.55,-9719.538,9560.2,13604.756,-97.332,95.699,246.061,0.728,-0.679,7.931
1752,87.6,-9724.402,9564.984,13592.453,-97.295,95.665,246.457,0.732,-0.683,7.918
1753,87.65,-9729.265,9569.765,13580.13,-97.259,95.631,246.852,0.736,-0.687,7.905
1754,87.7,-9734.127,9574.545,13567.788,-97.222,95.596,247.247,0.74,-0.69,7.892
1755,87.75,-9738.986,9579.323,13555.425,-97.184,95.562,247.641,0.744,-0.694,7.879
1756,87.8,-9743.843,9584.099,13543.043,-97.147,95.527,248.034,0.747,-0.698,7.866
1757,87.85,-9748.699,9588.874,13530.641,-97.109,95.492,248.427,0.751,-0.702,7.853
1758,87.9,-9753.552,9593.647,13518.22,-97.072,95.456,248.819,0.755,-0.705,7.84
1759,87.95,-9758.404,9598.418,13505.779,-97.034,95.421,249.21,0.759,-0.709,7.827
1760,88.0,-9763.254,9603.187,13493.319,-96.996,95.385,249.601,0.763,-0.713,7.814
1761,88.05,-9768.101,9607.954,13480.839,-96.957,95.349,249.991,0.766,-0.716,7.8
1762,88.1,-9772.947,9612.72,13468.339,-96.919,95.313,250.38,0.77,-0.72,7.787
1763,88.15,-9777.791,9617.484,13455.82,-96.88,95.277,250.769,0.774,-0.724,7.773
1764,88.2,-9782.634,9622.246,13443.282,-96.841,95.241,251.157,0.778,-0.728,7.76
1765,88.25,-9787.474,9627.006,13430.724,-96.802,95.204,251.544,0.782,-0.731,7.746
1766,88.3,-9792.312,9631.765,13418.147,-96.763,95.168,251.931,0.786,-0.735,7.733
1767,88.35,-9797.148,9636.521,13405.55,-96.723,95.131,252.317,0.79,-0.739,7.719
1768,88.4,-9801.982,9641.276,13392.934,-96.684,95.093,252.702,0.794,-0.743,7.705
1769,88.45,-9806.814,9646.029,13380.299,-96.644,95.056,253.087,0.798,-0.747,7.691
1770,88.5,-9811.644,9650.78,13367.645,-96.604,95.019,253.47,0.801,-0.751,7.677
1771,88.55,-9816.473,9655.529,13354.971,-96.563,94.981,253.854,0.805,-0.754,7.663
1772,88.6,-9821.299,9660.276,13342.279,-96.523,94.943,254.236,0.809,-0.758,7.649
1773,88.65,-9826.123,9665.021,13329.567,-96.482,94.905,254.618,0.813,-0.762,7.635
1774,88.7,-9830.945,9669.764,13316.836,-96.441,94.867,254.999,0.817,-0.766,7.621
1775,88.75,-9835.765,9674.506,13304.086,-96.4,94.828,255.379,0.821,-0.77,7.607
1776,88.8,-9840.583,9679.245,13291.317,-96.359,94.789,255.759,0.825,-0.774,7.592
1777,88.85,-9845.399,9683.983,13278.529,-96.318,94.75,256.138,0.829,-0.778,7.578
1778,88.9,-9850.213,9688.718,13265.722,-96.276,94.711,256.516,0.833,-0.782,7.563
1779,88.95,-9855.024,9693.452,13252.896,-96.234,94.672,256.893,0.837,-0.786,7.549
1780,89.0,-9859.834,9698.184,13240.052,-96.192,94.633,257.27,0.841,-0.789,7.534
1781,89.05,-9864.641,9702.913,13227.188,-96.15,94.593,257.646,0.845,-0.793,7.52
1782,89.1,-9869.447,9707.641,13214.306,-96.107,94.553,258.021,0.85,-0.797,7.505
1783,89.15,-9874.25,9712.366,13201.405,-96.065,94.513,258.396,0.854,-0.801,7.49
1784,89.2,-9879.051,9717.09,13188.485,-96.022,94.473,258.769,0.858,-0.805,7.475
1785,89.25,-9883.85,9721.812,13175.547,-95.979,94.432,259.142,0.862,-0.809,7.46
1786,89.3,-9888.647,9726.531,13162.589,-95.935,94.392,259.515,0.866,-0.813,7.445
1787,89.35,-9893.441,9731.249,13149.614,-95.892,94.351,259.886,0.87,-0.817,7.43
1788,89.4,-9898.234,9735.964,13136.619,-95.848,94.31,260.257,0.874,-0.821,7.415
1789,89.45,-9903.024,9740.678,13123.607,-95.804,94.268,260.627,0.878,-0.825,7.4
1790,89.5,-9907.812,9745.389,13110.575,-95.76,94.227,260.996,0.882,-0.829,7.384
1791,89.55,-9912.598,9750.098,13097.525,-95.716,94.185,261.365,0.887,-0.834,7.369
1792,89.6,-9917.381,9754.806,13084.457,-95.671,94.143,261.732,0.891,-0.838,7.353
1793,89.65,-9922.163,9759.511,13071.371,-95.626,94.101,262.099,0.895,-0.842,7.337
1794,89.7,-9926.942,9764.214,13058.266,-95.582,94.059,262.465,0.9,-0.846,7.321
1795,89.75,-9931.719,9768.914,13045.142,-95.536,94.016,262.83,0.904,-0.851,7.304
1796,89.8,-9936.493,9773.613,13032.001,-95.491,93.974,263.195,0.908,-0.855,7.288
1797,89.85,-9941.265,9778.31,13018.841,-95.445,93.931,263.558,0.913,-0.859,7.272
1798,89.9,-9946.035,9783.004,13005.663,-95.399,93.888,263.921,0.917,-0.864,7.256
1799,89.95,-9950.803,9787.696,12992.467,-95.353,93.844,264.283,0.922,-0.868,7.239
1800,90.0,-9955.568,9792.386,12979.253,-95.307,93.801,264.644,0.926,-0.872,7.223
1801,90.05,-9960.331,9797.074,12966.021,-95.26,93.757,265.005,0.93,-0.876,7.207
1802,90.1,-9965.092,9801.76,12952.771,-95.214,93.713,265.364,0.935,-0.88,7.191
1803,90.15,-9969.85,9806.443,12939.502,-95.167,93.668,265.723,0.939,-0.885,7.175
1804,90.2,-9974.606,9811.124,12926.216,-95.12,93.624,266.081,0.943,-0.889,7.158
1805,90.25,-9979.36,9815.803,12912.912,-95.072,93.579,266.438,0.947,-0.893,7.142
1806,90.3,-9984.111,9820.48,12899.59,-95.025,93.535,266.794,0.952,-0.897,7.126
1807,90.35,-9988.86,9825.154,12886.251,-94.977,93.489,267.15,0.956,-0.901,7.109
1808,90.4,-9993.607,9829.827,12872.893,-94.929,93.444,267.504,0.96,-0.906,7.093
1809,90.45,-9998.351,9834.497,12859.518,-94.881,93.399,267.858,0.965,-0.91,7.076
1810,90.5,-10003.092,9839.164,12846.125,-94.832,93.353,268.211,0.969,-0.914,7.059
1811,90.55,-10007.831,9843.83,12832.714,-94.784,93.307,268.563,0.973,-0.918,7.043
1812,90.6,-10012.568,9848.493,12819.286,-94.735,93.261,268.914,0.978,-0.922,7.026
1813,90.65,-10017.302,9853.153,12805.841,-94.686,93.215,269.265,0.982,-0.927,7.009
1814,90.7,-10022.034,9857.812,12792.377,-94.636,93.168,269.614,0.986,-0.931,6.992
1815,90.75,-10026.764,9862.468,12778.897,-94.587,93.121,269.963,0.991,-0.935,6.975
1816,90.8,-10031.49,9867.122,12765.398,-94.537,93.074,270.311,0.995,-0.94,6.958
1817,90.85,-10036.215,9871.773,12751.883,-94.487,93.027,270.658,0.999,-0.944,6.941
1818,90.9,-10040.937,9876.422,12738.35,-94.437,92.98,271.004,1.004,-0.948,6.924
1819,90.95,-10045.656,9881.069,12724.8,-94.386,92.932,271.35,1.008,-0.952,6.906
1820,91.0,-10050.373,9885.713,12711.232,-94.336,92.884,271.694,1.013,-0.957,6.889
1821,91.05,-10055.087,9890.355,12697.648,-94.285,92.836,272.038,1.017,-0.961,6.872
1822,91.1,-10059.799,9894.994,12684.046,-94.234,92.788,272.38,1.021,-0.965,6.854
1823,91.15,-10064.508,9899.631,12670.427,-94.183,92.739,272.722,1.026,-0.97,6.837
1824,91.2,-10069.214,9904.265,12656.791,-94.131,92.691,273.063,1.03,-0.974,6.819
1825,91.25,-10073.918,9908.898,12643.137,-94.079,92.642,273.403,1.035,-0.978,6.801
1826,91.3,-10078.62,9913.527,12629.467,-94.027,92.593,273.742,1.039,-0.983,6.784
1827,91.35,-10083.318,9918.154,12615.78,-93.975,92.543,274.081,1.044,-0.987,6.766
1828,91.4,-10088.015,9922.779,12602.076,-93.923,92.494,274.418,1.048,-0.991,6.748
1829,91.45,-10092.708,9927.401,12588.355,-93.87,92.444,274.755,1.052,-0.996,6.73
1830,91.5,-10097.399,9932.021,12574.617,-93.817,92.394,275.09,1.057,-1.0,6.712
1831,91.55,-10102.087,9936.638,12560.863,-93.764,92.344,275.425,1.061,-1.005,6.694
1832,91.6,-10106.773,9941.253,12547.092,-93.711,92.293,275.759,1.066,-1.009,6.676
1833,91.65,-10111.456,9945.865,12533.304,-93.657,92.243,276.092,1.071,-1.014,6.657
1834,91.7,-10116.136,9950.475,12519.499,-93.604,92.192,276.423,1.075,-1.018,6.638
1835,91.75,-10120.813,9955.082,12505.678,-93.55,92.141,276.754,1.08,-1.023,6.619
1836,91.8,-10125.488,9959.686,12491.84,-93.495,92.089,277.084,1.085,-1.027,6.6
1837,91.85,-10130.16,9964.288,12477.986,-93.441,92.038,277.413,1.089,-1.032,6.581
1838,91.9,-10134.829,9968.887,12464.115,-93.386,91.986,277.742,1.094,-1.037,6.562
1839,91.95,-10139.496,9973.484,12450.228,-93.331,91.934,278.069,1.099,-1.041,6.543
1840,92.0,-10144.16,9978.078,12436.325,-93.276,91.881,278.395,1.104,-1.046,6.524
1841,92.05,-10148.821,9982.669,12422.405,-93.221,91.829,278.72,1.108,-1.051,6.504
1842,92.1,-10153.479,9987.258,12408.469,-93.165,91.776,279.044,1.113,-1.055,6.485
1843,92.15,-10158.135,9991.844,12394.517,-93.109,91.723,279.368,1.117,-1.059,6.468
1844,92.2,-10162.787,9996.428,12380.549,-93.053,91.67,279.691,1.119,-1.061,6.455
1845,92.25,-10167.437,10001.009,12366.564,-92.997,91.617,280.013,1.122,-1.064,6.443
1846,92.3,-10172.084,10005.587,12352.563,-92.941,91.564,280.334,1.124,-1.066,6.43
1847,92.35,-10176.728,10010.162,12338.547,-92.885,91.51,280.655,1.126,-1.068,6.418
1848,92.4,-10181.37,10014.735,12324.514,-92.828,91.457,280.975,1.129,-1.071,6.405
1849,92.45,-10186.008,10019.305,12310.465,-92.772,91.403,281.295,1.131,-1.073,6.392
1850,92.5,-10190.644,10023.873,12296.4,-92.715,91.349,281.614,1.134,-1.075,6.379
1851,92.55,-10195.277,10028.438,12282.32,-92.658,91.295,281.932,1.136,-1.078,6.367
1852,92.6,-10199.907,10033.0,12268.223,-92.601,91.241,282.25,1.138,-1.08,6.354
1853,92.65,-10204.534,10037.559,12254.111,-92.544,91.187,282.567,1.141,-1.082,6.341
